0.000000, 113.530640
0.001000, 113.593720
0.002000, 113.456840
0.003000, 113.499330
0.004000, 113.411150
0.005000, 113.417060
0.006000, 113.375900
0.007000, 113.433190
0.008000, 113.395970
0.009000, 113.416010
0.010000, 113.407680
0.011000, 113.472900
0.012000, 113.473230
0.013000, 113.467450
0.014000, 113.423970
0.015000, 113.423960
0.016000, 113.454800
0.017000, 113.576770
0.018000, 113.664540
0.019000, 113.685320
0.020000, 113.657010
0.021000, 113.640710
0.022000, 113.559740
0.023000, 113.446400
0.024000, 113.303620
0.025000, 113.226740
0.026000, 113.171480
0.027000, 113.137570
0.028000, 113.105590
0.029000, 113.069280
0.030000, 113.031950
0.031000, 113.047940
0.032000, 113.103570
0.033000, 113.119630
0.034000, 113.006820
0.035000, 112.965740
0.036000, 112.991210
0.037000, 113.098590
0.038000, 113.186770
0.039000, 113.175330
0.040000, 113.124110
0.041000, 113.092410
0.042000, 113.091290
0.043000, 113.064070
0.044000, 112.985570
0.045000, 112.932900
0.046000, 112.908440
0.047000, 112.920370
0.048000, 112.938430
0.049000, 112.967790
0.050000, 112.997420
0.051000, 113.032700
0.052000, 113.049510
0.053000, 113.109280
0.054000, 113.150650
0.055000, 113.159560
0.056000, 113.151290
0.057000, 113.158970
0.058000, 113.202760
0.059000, 113.208500
0.060000, 113.186350
0.061000, 113.161770
0.062000, 113.004140
0.063000, 113.002960
0.064000, 113.091860
0.065000, 113.290260
0.066000, 113.410310
0.067000, 113.481480
0.068000, 113.536050
0.069000, 113.552820
0.070000, 113.545790
0.071000, 113.370060
0.072000, 113.025290
0.073000, 112.956150
0.074000, 113.052890
0.075000, 113.046960
0.076000, 113.029460
0.077000, 113.099310
0.078000, 113.188730
0.079000, 113.250560
0.080000, 113.110120
0.081000, 112.881500
0.082000, 112.735310
0.083000, 112.691580
0.084000, 112.703490
0.085000, 112.730150
0.086000, 112.676430
0.087000, 112.628820
0.088000, 112.655080
0.089000, 112.766950
0.090000, 112.826000
0.091000, 112.867740
0.092000, 112.909110
0.093000, 112.908520
0.094000, 112.785230
0.095000, 112.644640
0.096000, 112.561980
0.097000, 112.541930
0.098000, 112.600130
0.099000, 112.689810
0.100000, 112.687180
0.101000, 112.593180
0.102000, 112.495460
0.103000, 112.473740
0.104000, 112.506630
0.105000, 112.532130
0.106000, 112.561660
0.107000, 112.652610
0.108000, 112.711540
0.109000, 112.668610
0.110000, 112.617820
0.111000, 112.624970
0.112000, 112.624790
0.113000, 112.637300
0.114000, 112.695540
0.115000, 112.758760
0.116000, 112.776670
0.117000, 112.831320
0.118000, 112.895980
0.119000, 112.875010
0.120000, 112.841680
0.121000, 112.814350
0.122000, 112.787530
0.123000, 112.758040
0.124000, 112.748220
0.125000, 112.808350
0.126000, 112.900920
0.127000, 112.957280
0.128000, 112.896960
0.129000, 112.729560
0.130000, 112.627060
0.131000, 112.633700
0.132000, 112.672020
0.133000, 112.697820
0.134000, 112.730940
0.135000, 112.796430
0.136000, 112.826150
0.137000, 112.750710
0.138000, 112.666650
0.139000, 112.648520
0.140000, 112.631700
0.141000, 112.583460
0.142000, 112.540740
0.143000, 112.525890
0.144000, 112.523680
0.145000, 112.470850
0.146000, 112.456110
0.147000, 112.439440
0.148000, 112.419360
0.149000, 112.463540
0.150000, 112.520610
0.151000, 112.578380
0.152000, 112.699110
0.153000, 112.833320
0.154000, 112.937400
0.155000, 112.948980
0.156000, 112.959950
0.157000, 112.929540
0.158000, 112.890440
0.159000, 112.879470
0.160000, 112.850230
0.161000, 112.763200
0.162000, 112.709740
0.163000, 112.586500
0.164000, 112.430140
0.165000, 112.394040
0.166000, 112.399600
0.167000, 112.476810
0.168000, 112.511540
0.169000, 112.458670
0.170000, 112.408340
0.171000, 112.372190
0.172000, 112.377850
0.173000, 112.448220
0.174000, 112.598120
0.175000, 112.733340
0.176000, 112.789450
0.177000, 112.671020
0.178000, 112.550390
0.179000, 112.513350
0.180000, 112.475700
0.181000, 112.592240
0.182000, 112.672020
0.183000, 112.629640
0.184000, 112.591080
0.185000, 112.581320
0.186000, 112.573450
0.187000, 112.579310
0.188000, 112.643670
0.189000, 112.779570
0.190000, 112.863320
0.191000, 112.843410
0.192000, 112.711010
0.193000, 112.703610
0.194000, 112.766190
0.195000, 112.910180
0.196000, 112.967910
0.197000, 112.967550
0.198000, 112.982440
0.199000, 112.965530
0.200000, 112.910240
0.201000, 112.874670
0.202000, 112.868290
0.203000, 112.861510
0.204000, 112.845680
0.205000, 112.858940
0.206000, 112.917220
0.207000, 113.059610
0.208000, 113.216470
0.209000, 113.190740
0.210000, 112.975290
0.211000, 112.748140
0.212000, 112.629090
0.213000, 112.636820
0.214000, 112.860120
0.215000, 112.953710
0.216000, 112.958450
0.217000, 112.944090
0.218000, 112.931210
0.219000, 112.980840
0.220000, 113.061340
0.221000, 113.173710
0.222000, 113.294200
0.223000, 113.498180
0.224000, 113.607540
0.225000, 113.616550
0.226000, 113.601170
0.227000, 113.691460
0.228000, 113.750150
0.229000, 113.635060
0.230000, 113.300040
0.231000, 113.163150
0.232000, 113.044700
0.233000, 112.971390
0.234000, 113.045990
0.235000, 113.059810
0.236000, 112.984280
0.237000, 112.965000
0.238000, 113.084260
0.239000, 113.239980
0.240000, 113.375260
0.241000, 113.475110
0.242000, 113.528790
0.243000, 113.540000
0.244000, 113.549240
0.245000, 113.426770
0.246000, 113.225010
0.247000, 113.107570
0.248000, 113.089120
0.249000, 113.103080
0.250000, 113.144410
0.251000, 113.252230
0.252000, 113.391120
0.253000, 113.394390
0.254000, 113.331430
0.255000, 113.276490
0.256000, 113.214430
0.257000, 113.203290
0.258000, 113.257240
0.259000, 113.272880
0.260000, 113.229670
0.261000, 113.195400
0.262000, 113.190800
0.263000, 113.201230
0.264000, 113.243360
0.265000, 113.318780
0.266000, 113.351800
0.267000, 113.333370
0.268000, 113.317600
0.269000, 113.303030
0.270000, 113.343840
0.271000, 113.327940
0.272000, 113.293310
0.273000, 113.294570
0.274000, 113.295080
0.275000, 113.291000
0.276000, 113.278060
0.277000, 113.306660
0.278000, 113.286100
0.279000, 113.093580
0.280000, 112.989040
0.281000, 112.954640
0.282000, 112.935270
0.283000, 112.928600
0.284000, 112.963140
0.285000, 113.001050
0.286000, 113.026700
0.287000, 113.064290
0.288000, 113.172810
0.289000, 113.283940
0.290000, 113.334320
0.291000, 113.306170
0.292000, 113.318270
0.293000, 113.373820
0.294000, 113.331800
0.295000, 113.163450
0.296000, 113.108920
0.297000, 113.136250
0.298000, 113.170350
0.299000, 113.240330
0.300000, 113.261090
0.301000, 113.149960
0.302000, 113.003470
0.303000, 112.804930
0.304000, 112.651280
0.305000, 112.623640
0.306000, 112.662050
0.307000, 112.714290
0.308000, 112.752990
0.309000, 112.738500
0.310000, 112.708950
